timestamp,heading,roll,pitch,acc_x,acc_y,acc_z,quat_w,quat_x,quat_y,quat_z,mag_x,mag_y,mag_z
1752553780307,48.74,-27.94,-20.93,0.0,0.0,9.81,1.0,0.0,0.0,0.0,0.0,0.0,0.0
1752553799839,45.0,0.0,25.0,0.0,0.0,9.81,1.0,0.0,0.0,0.0,0.0,0.0,0.0
1752553799939,49.5,2.1,24.96,0.0,0.0,9.81,1.0,0.0,0.0,0.0,0.0,0.0,0.0
1752553800034,53.99,4.19,24.82,0.0,0.0,9.81,1.0,0.0,0.0,0.0,0.0,0.0,0.0
1752553800140,58.45,6.25,24.6,0.0,0.0,9.81,1.0,0.0,0.0,0.0,0.0,0.0,0.0
1752553800243,62.88,8.29,24.28,0.0,0.0,9.81,1.0,0.0,0.0,0.0,0.0,0.0,0.0
1752553800341,67.27,10.29,23.88,0.0,0.0,9.81,1.0,0.0,0.0,0.0,0.0,0.0,0.0
1752553800441,71.6,12.23,23.4,0.0,0.0,9.81,1.0,0.0,0.0,0.0,0.0,0.0,0.0
1752553800544,75.86,14.12,22.83,0.0,0.0,9.81,1.0,0.0,0.0,0.0,0.0,0.0,0.0
1752553800931,92.04,20.88,19.75,0.0,0.0,9.81,1.0,0.0,0.0,0.0,0.0,0.0,0.0
1752553801033,95.82,22.34,18.8,0.0,0.0,9.81,1.0,0.0,0.0,0.0,0.0,0.0,0.0
1752553801134,99.47,23.69,17.77,0.0,0.0,9.81,1.0,0.0,0.0,0.0,0.0,0.0,0.0
1752553801232,102.98,24.91,16.69,0.0,0.0,9.81,1.0,0.0,0.0,0.0,0.0,0.0,0.0
1752553801332,106.35,26.02,15.54,0.0,0.0,9.81,1.0,0.0,0.0,0.0,0.0,0.0,0.0
1752553801432,109.56,27.0,14.34,0.0,0.0,9.81,1.0,0.0,0.0,0.0,0.0,0.0,0.0
1752553801532,112.62,27.85,13.08,0.0,0.0,9.81,1.0,0.0,0.0,0.0,0.0,0.0,0.0
1752553801636,115.5,28.56,11.78,0.0,0.0,9.81,1.0,0.0,0.0,0.0,0.0,0.0,0.0
1752553801733,118.21,29.13,10.44,0.0,0.0,9.81,1.0,0.0,0.0,0.0,0.0,0.0,0.0
1752553801838,120.73,29.56,9.06,0.0,0.0,9.81,1.0,0.0,0.0,0.0,0.0,0.0,0.0
1752553801938,123.07,29.85,7.65,0.0,0.0,9.81,1.0,0.0,0.0,0.0,0.0,0.0,0.0
1752553802036,125.21,29.99,6.2,0.0,0.0,9.81,1.0,0.0,0.0,0.0,0.0,0.0,0.0
1752553802132,127.15,29.98,4.74,0.0,0.0,9.81,1.0,0.0,0.0,0.0,0.0,0.0,0.0
1752553802232,128.88,29.82,3.26,0.0,0.0,9.81,1.0,0.0,0.0,0.0,0.0,0.0,0.0
1752553802340,130.41,29.52,1.77,0.0,0.0,9.81,1.0,0.0,0.0,0.0,0.0,0.0,0.0
1752553802439,131.72,29.07,0.27,0.0,0.0,9.81,1.0,0.0,0.0,0.0,0.0,0.0,0.0
1752553802541,132.82,28.48,-1.23,0.0,0.0,9.81,1.0,0.0,0.0,0.0,0.0,0.0,0.0
1752553802641,133.69,27.76,-2.72,0.0,0.0,9.81,1.0,0.0,0.0,0.0,0.0,0.0,0.0
1752553802845,134.77,25.9,-5.68,0.0,0.0,9.81,1.0,0.0,0.0,0.0,0.0,0.0,0.0
1752553802942,134.98,24.77,-7.13,0.0,0.0,9.81,1.0,0.0,0.0,0.0,0.0,0.0,0.0
1752553803031,134.96,23.53,-8.55,0.0,0.0,9.81,1.0,0.0,0.0,0.0,0.0,0.0,0.0
1752553803136,134.72,22.17,-9.95,0.0,0.0,9.81,1.0,0.0,0.0,0.0,0.0,0.0,0.0
1752553803232,134.25,20.7,-11.3,0.0,0.0,9.81,1.0,0.0,0.0,0.0,0.0,0.0,0.0
1752553803432,132.65,17.47,-13.89,0.0,0.0,9.81,1.0,0.0,0.0,0.0,0.0,0.0,0.0
1752553803534,131.51,15.72,-15.11,0.0,0.0,9.81,1.0,0.0,0.0,0.0,0.0,0.0,0.0
1752553803632,130.17,13.9,-16.28,0.0,0.0,9.81,1.0,0.0,0.0,0.0,0.0,0.0,0.0
1752553803831,126.84,10.05,-18.43,0.0,0.0,9.81,1.0,0.0,0.0,0.0,0.0,0.0,0.0
1752553803936,124.86,8.05,-19.41,0.0,0.0,9.81,1.0,0.0,0.0,0.0,0.0,0.0,0.0
1752553804132,120.32,3.94,-21.16,0.0,0.0,9.81,1.0,0.0,0.0,0.0,0.0,0.0,0.0
1752553804231,117.76,1.85,-21.92,0.0,0.0,9.81,1.0,0.0,0.0,0.0,0.0,0.0,0.0
1752553804433,112.11,-2.35,-23.2,0.0,0.0,9.81,1.0,0.0,0.0,0.0,0.0,0.0,0.0
